Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Lat,Lng,called,Trifecta status,Total Mental Health Care HPSA Designations,Population of Designated HPSAs,Percent of Need Met,Practitioners Needed to Remove HPSA Designation
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,34.4,31.8,37.1,31.8 - 37.1,33.3-35.6,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,33.3,30.5,36.3,30.5 - 36.3,33.2-35.3,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,38.5,35.5,41.5,35.5 - 41.5,38.5-47.6,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2,16,"Sep 30 - Oct 12, 2020",2020-09-30,2020-10-12,36.1,33.6,38.7,33.6 - 38.7,34.4-36.6,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2,17,"Oct 14 - Oct 26, 2020",2020-10-14,2020-10-26,33.1,30.8,35.4,30.8 - 35.4,28.7-35.4,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-10-28,2020-11-09,36.4,32.6,40.4,32.6 - 40.4,25.5-38.8,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-11,2020-11-23,44.3,40.9,47.6,40.9 - 47.6,41.6-44.3,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-11-25,2020-12-07,44.2,40.2,48.2,40.2 - 48.2,43.8-47.6,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,40.6,37.3,43.9,37.3 - 43.9,39.8-41.1,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,42.8,39.7,46.0,39.7 - 46.0,40.5-42.8,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-01-20,2021-02-01,40.9,37.7,44.2,37.7 - 44.2,40.9-43.2,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-03,2021-02-15,40.2,37.3,43.2,37.3 - 43.2,38.8-40.6,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,36.8,34.1,39.5,34.1 - 39.5,36.0-38.2,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,32.6,28.9,36.5,28.9 - 36.5,25.9-33.3,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-17,2021-03-29,31.5,28.0,35.1,28.0 - 35.1,24.9-32.0,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.1,21.4,29.1,21.4 - 29.1,22.0-28.7,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,30.1,26.6,33.6,26.6 - 33.6,29.9-31.8,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,27.7,24.3,31.3,24.3 - 31.3,27.2-28.9,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.1,31,"May 26 - Jun 7, 2021",2021-05-26,2021-06-07,29.0,25.3,33.1,25.3 - 33.1,26.9-29.2,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,29.8,26.5,33.1,26.5 - 33.1,26.8-29.8,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.1,33,"Jun 23 - Jul 5, 2021",2021-06-23,2021-07-05,28.1,24.5,32.0,24.5 - 32.0,26.3-28.1,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.2,34,"Jul 21 - Aug 2, 2021",2021-07-21,2021-08-02,32.2,28.6,36.0,28.6 - 36.0,31.0-34.2,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-04,2021-08-16,33.0,29.9,36.3,29.9 - 36.3,32.5-39.7,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,33.7,30.1,37.4,30.1 - 37.4,31.6-34.0,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,29.9,26.8,33.1,26.8 - 33.1,29.3-31.1,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-15,2021-09-27,35.6,32.4,38.9,32.4 - 38.9,31.4-35.6,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.2,39,"Sep 29 - Oct 11, 2021",2021-09-29,2021-10-11,31.1,27.0,35.5,27.0 - 35.5,28.7-31.9,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-01,2021-12-13,32.5,29.1,36.1,29.1 - 36.1,31.2-33.2,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2022-01-10,34.3,30.8,38.0,30.8 - 38.0,32.3-34.6,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.3,42,"Jan 26 - Feb 7, 2022",2022-01-26,2022-02-07,28.3,25.3,31.3,25.3 - 31.3,23.9-28.5,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-02,2022-03-14,31.6,27.9,35.6,27.9 - 35.6,30.0-33.7,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,31.1,26.7,35.6,26.7 - 35.6,30.2-32.7,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,36.9,32.7,41.2,32.7 - 41.2,32.0-38.0,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,34.7,30.4,39.1,30.4 - 39.1,31.5-34.8,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,38.8,35.0,42.7,35.0 - 42.7,37.1-43.5,39.3209801,-111.0937311,R,Republican trifecta,46,2803378.0,0.5631,73.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,33.9,28.5,39.6,28.5 - 39.6,33.4 - 34.7,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,35.7,29.2,42.7,29.2 - 42.7,33.5 - 36.0,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,3,"May 14 - May 19, 2020",2020-05-14,2020-05-19,29.6,25.3,34.2,25.3 - 34.2,23.8-29.7,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.8,23.3,34.8,23.3 - 34.8,24.8-29.5,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,35.3,29.1,41.8,29.1 - 41.8,34.3-36.9,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,33.7,27.3,40.6,27.3 - 40.6,31.1-34.7,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,36.3,31.4,41.4,31.4 - 41.4,35.0-37.9,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,27.9,22.1,34.3,22.1 - 34.3,24.6-31.7,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,32.8,26.8,39.4,26.8 - 39.4,29.2-34.0,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,10,"July 2 - July 7, 2020",2020-07-02,2020-07-07,32.2,25.4,39.6,25.4 - 39.6,30.9-34.8,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,11,"July 9 - July 14, 2020",2020-07-09,2020-07-14,35.4,28.7,42.5,28.7 - 42.5,34.8-38.3,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,12,"July 16 - July 21, 2020",2020-07-16,2020-07-21,33.2,28.4,38.3,28.4 - 38.3,31.8-37.1,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,32.0,27.6,36.8,27.6 - 36.8,24.2-33.2,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,34.5,30.4,38.8,30.4 - 38.8,33.2-35.3,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,36.6,30.8,42.7,30.8 - 42.7,36.3-38.4,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2,16,"Sep 30 - Oct 12, 2020",2020-09-30,2020-10-12,44.0,38.1,50.1,38.1 - 50.1,38.9-44.0,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2,17,"Oct 14 - Oct 26, 2020",2020-10-14,2020-10-26,36.1,31.3,41.2,31.3 - 41.2,35.5-37.1,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-10-28,2020-11-09,43.8,37.7,49.9,37.7 - 49.9,43.7-50.1,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-11,2020-11-23,39.8,35.5,44.1,35.5 - 44.1,39.8-41.5,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-11-25,2020-12-07,40.6,34.7,46.8,34.7 - 46.8,39.3-41.3,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,41.1,35.1,47.4,35.1 - 47.4,39.8-41.1,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,35.2,29.8,40.9,29.8 - 40.9,33.6-38.4,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-01-20,2021-02-01,36.2,31.5,41.2,31.5 - 41.2,28.8-37.6,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-03,2021-02-15,38.7,31.4,46.3,31.4 - 46.3,36.5-38.7,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,37.2,31.8,42.9,31.8 - 42.9,36.0-38.2,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,35.5,29.3,42.1,29.3 - 42.1,33.4-36.0,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-17,2021-03-29,32.1,26.5,38.2,26.5 - 38.2,32.1-34.7,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,31.4,25.0,38.5,25.0 - 38.5,28.8-31.4,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,28.0,21.7,35.0,21.7 - 35.0,27.4-29.8,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,28.0,22.0,34.7,22.0 - 34.7,27.2-28.9,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.1,31,"May 26 - Jun 7, 2021",2021-05-26,2021-06-07,25.9,20.5,31.9,20.5 - 31.9,22.1-26.8,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,23.0,17.1,29.7,17.1 - 29.7,21.0-26.7,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.1,33,"Jun 23 - Jul 5, 2021",2021-06-23,2021-07-05,25.5,18.9,33.2,18.9 - 33.2,21.6-26.2,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.2,34,"Jul 21 - Aug 2, 2021",2021-07-21,2021-08-02,25.8,20.7,31.4,20.7 - 31.4,23.5-27.0,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-04,2021-08-16,27.8,21.4,34.9,21.4 - 34.9,21.2-28.0,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,29.3,23.6,35.4,23.6 - 35.4,23.9-29.4,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,37.5,28.8,46.8,28.8 - 46.8,33.8-44.4,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-15,2021-09-27,24.3,17.9,31.7,17.9 - 31.7,23.7-28.2,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.2,39,"Sep 29 - Oct 11, 2021",2021-09-29,2021-10-11,33.6,26.6,41.1,26.6 - 41.1,32.0-34.1,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-01,2021-12-13,32.2,26.5,38.3,26.5 - 38.3,31.2-33.2,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2022-01-10,34.5,30.1,39.1,30.1 - 39.1,32.3-34.6,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.3,42,"Jan 26 - Feb 7, 2022",2022-01-26,2022-02-07,31.6,26.0,37.7,26.0 - 37.7,28.6-31.7,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-02,2022-03-14,29.9,24.9,35.2,24.9 - 35.2,28.8-29.9,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,28.1,24.0,32.5,24.0 - 32.5,25.0-28.5,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,25.6,20.6,31.0,20.6 - 31.0,19.2-28.0,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,29.2,24.4,34.3,24.4 - 34.3,24.5-29.8,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,26.0,20.8,31.7,20.8 - 31.7,25.5-30.3,44.5588028,-72.57784149999999,D,Divided government,11,,,
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,33.7,30.3,37.2,30.3 - 37.2,33.4 - 34.7,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,30.6,25.3,36.3,25.3 - 36.3,30.6 - 33.4,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,3,"May 14 - May 19, 2020",2020-05-14,2020-05-19,32.2,28.5,35.9,28.5 - 35.9,29.8-32.5,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,33.1,29.8,36.5,29.8 - 36.5,29.6-33.1,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,31.4,28.0,35.0,28.0 - 35.0,26.0-31.6,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,36.5,31.5,41.7,31.5 - 41.7,34.8-37.6,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,33.9,28.6,39.6,28.6 - 39.6,32.3-34.9,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,36.9,32.5,41.4,32.5 - 41.4,34.5-38.3,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,33.1,29.6,36.6,29.6 - 36.6,29.2-34.0,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,10,"July 2 - July 7, 2020",2020-07-02,2020-07-07,38.5,34.1,43.0,34.1 - 43.0,38.1-40.6,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,11,"July 9 - July 14, 2020",2020-07-09,2020-07-14,35.2,31.0,39.5,31.0 - 39.5,34.8-38.3,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,12,"July 16 - July 21, 2020",2020-07-16,2020-07-21,38.3,34.0,42.7,34.0 - 42.7,37.2-40.5,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,35.2,32.1,38.4,32.1 - 38.4,33.3-35.6,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,33.3,30.0,36.6,30.0 - 36.6,33.2-35.3,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,36.5,32.8,40.3,32.8 - 40.3,36.3-38.4,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2,16,"Sep 30 - Oct 12, 2020",2020-09-30,2020-10-12,32.9,29.9,36.0,29.9 - 36.0,27.8-34.3,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2,17,"Oct 14 - Oct 26, 2020",2020-10-14,2020-10-26,35.6,31.8,39.5,31.8 - 39.5,35.5-37.1,37.4315734,-78.6568942,D,Divided government,90,2494482.0,0.4255,114.0
